,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
3199,,Male,0,No,No,4,Month-to-month,Yes,Electronic check,61.3,249.4,Yes,No,DSL,No,No,No,Yes,Yes,No
3200,No,Male,0,No,Yes,5,Month-to-month,Yes,Bank transfer (automatic),48.65,235.2,Yes,No,DSL,No,No,No,Yes,No,No
3201,Yes,Female,0,Yes,No,42,Month-to-month,Yes,Electronic check,84.3,3588.4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
3202,,Female,0,No,No,10,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3203,No,Female,0,Yes,Yes,0,Two year,Yes,Bank transfer (automatic),52.55, ,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
3204,No,Female,0,Yes,Yes,52,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
3205,No,Male,0,Yes,Yes,45,Two year,No,Electronic check,19.2,903.7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3206,No,Male,1,Yes,No,69,One year,Yes,Mailed check,110.55,7610.1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3207,,Male,0,Yes,No,25,One year,Yes,Credit card (automatic),38.1,970.4,No,No phone service,DSL,No,No,Yes,No,Yes,No
3208,No,Female,0,No,No,36,One year,Yes,Bank transfer (automatic),104.8,3886.45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3209,No,Female,1,No,No,8,Month-to-month,Yes,Bank transfer (automatic),74.05,600.15,Yes,No,Fiber optic,No,No,Yes,No,No,No
3210,No,Female,0,No,No,2,Month-to-month,Yes,Electronic check,69.7,135.2,Yes,No,Fiber optic,No,No,No,No,No,No
3211,No,Male,0,No,No,5,Month-to-month,No,Electronic check,56.15,291.45,Yes,No,DSL,No,No,Yes,Yes,No,No
3212,Yes,Female,0,No,No,3,Month-to-month,Yes,Electronic check,55.3,196.15,Yes,No,DSL,No,No,No,No,No,Yes
3213,Yes,Female,0,Yes,No,52,Month-to-month,Yes,Electronic check,105.05,5624.85,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3214,No,Male,0,No,No,13,Month-to-month,Yes,Electronic check,20.4,251.65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3215,No,Female,0,Yes,Yes,38,One year,No,Credit card (automatic),19.6,763.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3216,No,Female,0,No,No,61,One year,Yes,Electronic check,103.95,6423,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3217,Yes,Male,0,No,No,16,Month-to-month,No,Bank transfer (automatic),20.25,327.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3218,Yes,Female,0,Yes,Yes,35,Month-to-month,No,Electronic check,72.25,2568.55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No
3219,No,Female,0,No,Yes,18,Month-to-month,No,Mailed check,57.65,992.7,Yes,Yes,DSL,Yes,No,No,No,No,No
3220,,Male,1,Yes,Yes,71,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
3221,No,Male,0,Yes,Yes,23,Two year,No,Mailed check,59.7,1414.2,Yes,Yes,DSL,No,Yes,No,Yes,No,No
3222,Yes,Female,0,No,No,1,Month-to-month,No,Bank transfer (automatic),69.7,69.7,Yes,No,Fiber optic,No,No,No,No,No,No
3223,No,Female,1,No,No,46,One year,Yes,Credit card (automatic),69.1,3255.35,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
3224,No,Male,0,No,No,26,Month-to-month,No,Electronic check,35.75,1022.5,No,No phone service,DSL,No,No,Yes,Yes,No,No
3225,Yes,Male,0,No,No,11,Month-to-month,No,Electronic check,74.95,815.5,Yes,No,Fiber optic,No,Yes,No,No,No,No
3226,No,Female,0,Yes,Yes,35,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,Yes,Yes,DSL,Yes,Yes,No,No,No,No
3227,Yes,Female,1,No,No,6,Month-to-month,No,Electronic check,74.4,434.1,Yes,No,Fiber optic,No,No,Yes,No,No,No
3228,No,Male,0,Yes,No,31,One year,Yes,Credit card (automatic),75.5,2424.45,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes
3229,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,No,Fiber optic,No,No,No,No,No,No
3230,Yes,Female,1,No,No,38,Month-to-month,Yes,Credit card (automatic),57.15,2250.65,Yes,No,DSL,Yes,Yes,No,No,No,No
3231,Yes,Female,0,No,No,2,Month-to-month,No,Bank transfer (automatic),70.0,153.05,Yes,No,Fiber optic,No,No,No,No,No,No
3232,No,Female,1,Yes,No,71,Two year,Yes,Credit card (automatic),80.7,5676,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
3233,Yes,Female,1,No,No,16,Month-to-month,Yes,Electronic check,84.75,1350.15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3234,No,Male,0,Yes,Yes,42,One year,No,Mailed check,20.25,854.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3235,No,Male,0,No,No,56,Two year,Yes,Bank transfer (automatic),25.95,1444.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3236,No,Female,0,Yes,No,18,Month-to-month,Yes,Electronic check,88.85,1594.75,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
3237,No,Female,1,No,No,13,Month-to-month,Yes,Electronic check,54.8,731.3,Yes,No,DSL,No,Yes,Yes,No,No,No
3238,No,Male,0,Yes,No,42,One year,No,Credit card (automatic),80.45,3375.9,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
3239,Yes,Female,0,Yes,No,59,Month-to-month,No,Electronic check,101.1,6039.9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3240,No,Male,0,No,No,26,Month-to-month,Yes,Bank transfer (automatic),44.65,1156.55,No,No phone service,DSL,Yes,Yes,No,No,No,Yes
3241,No,Male,0,No,Yes,54,One year,Yes,Electronic check,105.85,5826.65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
3242,No,Male,0,No,No,40,Two year,Yes,Mailed check,24.6,973.95,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3243,No,Male,0,Yes,Yes,8,Two year,Yes,Credit card (automatic),76.15,645.8,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes
3244,No,Female,1,Yes,No,25,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
3245,Yes,Female,0,No,No,2,Month-to-month,Yes,Electronic check,80.2,146.05,Yes,No,Fiber optic,No,No,No,No,Yes,No
3246,No,Female,0,Yes,Yes,42,One year,Yes,Electronic check,19.05,761.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3247,No,Female,0,Yes,Yes,51,One year,Yes,Mailed check,95.15,5000.05,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No
3248,No,Female,0,Yes,Yes,58,Two year,No,Credit card (automatic),25.15,1509.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3249,,Male,0,No,No,56,Month-to-month,No,Electronic check,98.6,5581.05,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3250,No,Male,0,Yes,No,12,Month-to-month,Yes,Credit card (automatic),85.05,999.8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
3251,No,Female,0,Yes,Yes,9,One year,No,Mailed check,20.25,172.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3252,No,Female,0,No,No,2,Month-to-month,No,Electronic check,45.55,84.4,Yes,No,DSL,No,No,No,No,No,No
3253,No,Female,0,Yes,Yes,46,One year,No,Mailed check,24.95,1165.9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3254,Yes,Male,0,No,No,7,Month-to-month,No,Electronic check,19.25,112.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3255,No,Male,0,Yes,Yes,8,One year,Yes,Mailed check,43.45,345.5,Yes,No,DSL,No,No,No,No,No,No
3256,No,Female,0,No,No,16,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,Yes,Yes,Fiber optic,No,No,No,No,No,No
3257,No,Male,0,Yes,Yes,55,One year,No,Credit card (automatic),59.45,3157,Yes,No,DSL,Yes,No,No,No,No,Yes
3258,Yes,Female,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),80.05,830.7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
3259,Yes,Female,0,No,No,16,Month-to-month,No,Electronic check,72.65,1194.3,Yes,Yes,Fiber optic,No,No,No,No,No,No
3260,Yes,Female,0,No,No,5,Month-to-month,Yes,Electronic check,85.2,474.8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3261,No,Female,0,No,No,52,One year,No,Credit card (automatic),57.95,3042.25,Yes,No,DSL,Yes,No,Yes,Yes,No,No
3262,Yes,Female,0,No,Yes,1,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,No,Fiber optic,No,No,No,No,No,No
3263,Yes,Male,1,Yes,No,70,Month-to-month,Yes,Electronic check,102.95,7101.5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3264,No,Female,0,Yes,No,62,Month-to-month,Yes,Electronic check,101.35,6164.7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3265,Yes,Male,1,Yes,No,49,Month-to-month,No,Credit card (automatic),90.05,4547.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
3266,,Female,0,No,Yes,4,Month-to-month,Yes,Mailed check,57.2,223.75,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
3267,No,Male,0,No,No,4,Month-to-month,No,Mailed check,19.75,78.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3268,Yes,Female,0,Yes,Yes,17,Month-to-month,No,Electronic check,91.85,1574.45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No
3269,No,Male,0,Yes,No,14,Month-to-month,Yes,Electronic check,82.65,1185,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
3270,No,Female,0,No,No,59,One year,No,Bank transfer (automatic),68.7,4070.95,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
3271,No,Female,0,No,No,47,One year,Yes,Mailed check,58.9,2813.05,Yes,No,DSL,Yes,Yes,No,Yes,No,No
3272,No,Female,0,Yes,No,71,Two year,Yes,Bank transfer (automatic),24.65,1710.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3273,Yes,Male,0,Yes,Yes,47,Month-to-month,Yes,Bank transfer (automatic),107.35,5118.95,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3274,No,Male,0,No,No,5,Month-to-month,No,Electronic check,96.55,500.1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3275,Yes,Female,0,Yes,No,11,Month-to-month,Yes,Electronic check,44.05,483.7,Yes,No,DSL,No,No,No,No,No,No
3276,No,Female,0,Yes,Yes,41,One year,Yes,Bank transfer (automatic),109.1,4454.25,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3277,No,Male,0,No,No,52,Two year,Yes,Credit card (automatic),63.25,3342.45,Yes,No,DSL,Yes,Yes,No,No,Yes,No
3278,No,Male,0,No,No,9,Month-to-month,No,Mailed check,20.4,181.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3279,No,Female,0,No,No,9,Month-to-month,Yes,Electronic check,43.75,405.7,Yes,No,DSL,No,No,No,No,No,No
3280,Yes,Female,0,No,No,10,Month-to-month,Yes,Bank transfer (automatic),80.25,846,Yes,No,Fiber optic,No,No,No,No,No,Yes
3281,No,Male,0,No,Yes,12,Two year,No,Bank transfer (automatic),19.35,212.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3282,Yes,Male,0,No,No,22,One year,Yes,Credit card (automatic),55.15,1193.05,Yes,No,DSL,No,Yes,No,Yes,No,No
3283,No,Male,0,Yes,Yes,52,One year,Yes,Electronic check,68.75,3482.85,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No
3284,Yes,Female,0,Yes,Yes,43,Month-to-month,No,Electronic check,56.15,2499.3,Yes,No,DSL,No,No,No,No,Yes,No
3285,No,Female,0,No,No,13,Month-to-month,No,Electronic check,49.15,649.4,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
3286,Yes,Female,0,No,No,3,Month-to-month,Yes,Electronic check,75.8,246.3,Yes,Yes,Fiber optic,No,No,No,No,No,No
3287,No,Male,1,Yes,No,16,Month-to-month,Yes,Electronic check,91.55,1540.05,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
3288,No,Male,1,Yes,No,45,One year,No,Credit card (automatic),24.7,1174.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3289,Yes,Female,0,Yes,Yes,4,Month-to-month,Yes,Electronic check,73.75,325.45,Yes,No,Fiber optic,No,No,Yes,No,No,No
3290,,Male,1,Yes,No,34,Month-to-month,Yes,Credit card (automatic),85.2,2874.45,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
3291,Yes,Female,0,No,No,3,Month-to-month,Yes,Electronic check,79.1,246.5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No
3292,Yes,Female,0,Yes,No,6,Month-to-month,Yes,Electronic check,105.3,545.2,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3293,Yes,Female,0,No,No,1,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3294,No,Male,0,Yes,No,70,Two year,No,Bank transfer (automatic),24.25,1724.15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3295,Yes,Female,0,Yes,Yes,3,Month-to-month,No,Credit card (automatic),29.7,91.7,No,No phone service,DSL,Yes,No,No,No,No,No
3296,Yes,Male,0,No,No,56,One year,No,Electronic check,24.9,1334,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3297,Yes,Male,1,No,No,24,Month-to-month,Yes,Electronic check,101.25,2440.15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3298,Yes,Female,1,Yes,No,25,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3299,No,Female,0,No,No,53,One year,Yes,Electronic check,53.6,2879.2,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
3300,,Female,0,Yes,Yes,32,Month-to-month,Yes,Electronic check,35.15,1051.05,No,No phone service,DSL,Yes,Yes,No,No,No,No
3301,Yes,Male,0,No,No,1,Month-to-month,Yes,Electronic check,69.85,69.85,Yes,No,Fiber optic,No,No,No,No,No,No
3302,Yes,Male,0,Yes,Yes,25,One year,Yes,Electronic check,90.4,2178.6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3303,No,Male,0,Yes,Yes,8,Month-to-month,No,Bank transfer (automatic),44.65,369.15,Yes,No,DSL,No,No,No,No,No,No
3304,No,Female,0,Yes,Yes,27,Two year,No,Mailed check,19.9,550.1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3305,,Male,1,Yes,Yes,46,Month-to-month,Yes,Electronic check,100.7,4541.2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
3306,No,Female,0,Yes,No,60,One year,No,Electronic check,50.05,2911.5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
3307,No,Female,1,No,No,20,Month-to-month,Yes,Electronic check,81.45,1671.6,Yes,No,Fiber optic,No,No,No,No,No,Yes
3308,Yes,Female,1,No,No,56,One year,Yes,Bank transfer (automatic),104.75,5510.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
3309,Yes,Female,0,No,No,1,Month-to-month,Yes,Electronic check,81.1,81.1,Yes,No,Fiber optic,No,No,No,No,No,Yes
3310,No,Female,0,No,No,42,Two year,No,Credit card (automatic),66.5,2762.75,Yes,No,DSL,No,No,Yes,Yes,No,Yes
3311,No,Female,0,No,No,16,One year,No,Bank transfer (automatic),20.1,318.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3312,No,Female,0,Yes,Yes,65,Two year,Yes,Credit card (automatic),110.8,7245.9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3313,No,Female,1,Yes,No,20,One year,Yes,Bank transfer (automatic),91.0,1859.5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3314,No,Male,0,No,No,33,Two year,Yes,Electronic check,88.95,3027.65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No
3315,No,Male,0,Yes,No,22,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3316,Yes,Male,0,No,No,8,Month-to-month,Yes,Electronic check,30.45,226.45,No,No phone service,DSL,Yes,No,No,No,No,No
3317,No,Male,0,No,No,44,Two year,No,Credit card (automatic),20.4,905.55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3318,No,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),26.25,1988.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3319,Yes,Male,0,No,No,7,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3320,,Female,1,No,No,20,Month-to-month,Yes,Electronic check,94.1,1782.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
3321,No,Female,0,Yes,No,51,One year,Yes,Credit card (automatic),78.65,3950.85,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes
3322,No,Female,1,No,No,69,Two year,No,Credit card (automatic),110.25,7467.55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3323,Yes,Male,0,No,No,57,Month-to-month,Yes,Electronic check,39.3,2111.45,No,No phone service,DSL,No,Yes,No,No,Yes,No
3324,Yes,Male,0,No,Yes,35,One year,Yes,Electronic check,85.15,3030.6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
3325,Yes,Female,0,Yes,Yes,2,Month-to-month,No,Electronic check,70.4,147.15,Yes,No,Fiber optic,No,No,No,No,No,No
3326,Yes,Male,1,No,No,15,Month-to-month,Yes,Electronic check,79.4,1156.1,Yes,No,Fiber optic,No,No,No,No,No,Yes
3327,No,Male,0,Yes,Yes,22,One year,No,Mailed check,19.95,433.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3328,No,Male,0,No,Yes,53,One year,No,Credit card (automatic),62.85,3419.5,Yes,No,DSL,Yes,Yes,No,Yes,No,No
3329,No,Female,0,No,No,9,Month-to-month,Yes,Mailed check,88.4,788.6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
3330,No,Female,0,No,No,1,Month-to-month,Yes,Mailed check,20.35,20.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3331,No,Male,0,Yes,Yes,32,Two year,No,Mailed check,18.95,613.95,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3332,No,Male,0,Yes,No,34,Month-to-month,No,Mailed check,88.85,3000.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
3333,No,Male,0,No,Yes,54,One year,Yes,Electronic check,61.0,3283.05,Yes,No,DSL,No,Yes,Yes,Yes,No,No
3334,Yes,Female,0,Yes,Yes,6,Month-to-month,Yes,Electronic check,80.5,502.85,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
3335,No,Male,0,Yes,Yes,62,One year,No,Bank transfer (automatic),19.95,1244.8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3336,Yes,Female,0,Yes,Yes,13,Month-to-month,No,Electronic check,55.95,734.35,Yes,No,DSL,No,No,No,No,No,Yes
3337,No,Female,0,Yes,Yes,30,Two year,No,Mailed check,19.3,602.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3338,No,Male,0,Yes,Yes,55,One year,No,Mailed check,19.5,1026.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3339,No,Male,0,Yes,Yes,17,One year,Yes,Bank transfer (automatic),70.35,1201.65,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No
3340,No,Female,0,Yes,No,7,Month-to-month,No,Bank transfer (automatic),81.25,580.1,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3341,No,Female,0,Yes,No,18,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
3342,No,Female,0,Yes,Yes,6,Month-to-month,No,Mailed check,45.5,285.2,Yes,No,DSL,No,No,No,No,No,No
3343,No,Male,0,No,No,53,Two year,Yes,Bank transfer (automatic),73.9,3958.25,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes
3344,Yes,Male,0,Yes,No,16,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,Yes,Yes,Fiber optic,No,No,No,No,No,No
3345,No,Male,0,Yes,Yes,45,Two year,No,Mailed check,24.45,1088.25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3346,No,Female,1,Yes,No,64,One year,No,Bank transfer (automatic),97.0,6430.9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
3347,No,Female,0,No,No,18,One year,Yes,Mailed check,40.2,711.95,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
3348,No,Male,0,Yes,No,70,Two year,Yes,Credit card (automatic),74.8,5315.8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes
3349,No,Male,0,No,No,69,Two year,No,Bank transfer (automatic),23.95,1713.1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3350,No,Female,0,Yes,Yes,40,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
3351,Yes,Female,0,Yes,Yes,21,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3352,Yes,Female,0,No,No,19,Month-to-month,Yes,Electronic check,95.15,1789.25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
